month,naics_code,kind_of_business,value
2024-04-01,45111,Sporting goods stores,4573
2024-04-01,45112,"Hobby, toy, and game stores",1470
2024-04-01,451211,Book stores,596
2024-04-01,452,General merchandise stores,70741
2024-04-01,4521,Department stores,9871
2024-04-01,452111,Department stores(excl. discount department stores),2332
2024-04-01,452112,Discount dept. stores,7539
2024-04-01,4529,Other general merchandise stores,60870
2024-04-01,45291,Warehouse clubs and superstores,52046
2024-04-01,45299,All other gen. merchandise stores,8824
2024-04-01,453,Miscellaneous store retailers,15387
2024-04-01,4532,"Office supplies, stationery, and gift stores",2127
2024-04-01,45321,Office supplies and stationery stores,649
2024-04-01,45322,"Gift, novelty, and souvenir stores",1478
2024-04-01,45330,Used merchandise stores,2038
2024-04-01,454,Nonstore retailers,117532
2024-04-01,4541,Electronic shopping and mail-order houses,108547
2024-04-01,45431,Fuel dealers,3082
2024-04-01,722,Food services and drinking places,94883
2024-04-01,7225,Restaurants and other eating places,83956
2024-04-01,"722513, 722514, 722515",Limited service eating places,43230
2024-03-01,no code,"Retail and food services sales, total",707637
2024-03-01,no code,Retail sales and food services excl motor vehicle and parts,567110
2024-03-01,no code,Retail sales and food services excl gasoline stations,654589
2024-03-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,514062
2024-03-01,no code,"Retail sales, total",609462
2024-03-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",468935
2024-03-01,no code,GAFO(1),129000
2024-03-01,441,Motor vehicle and parts dealers,140527
2024-03-01,"44,114,412",Automobile and other motor vehicle dealers,128903
2024-03-01,4411,Automobile dealers,119945
2024-03-01,44111,New car dealers,105692
2024-03-01,44112,Used car dealers,14253
2024-03-01,4413,"Automotive parts, acc., and tire stores",11624
2024-03-01,"442,443","Furniture, home furn, electronics, and appliance stores",18230
2024-03-01,442,Furniture and home furnishings stores,11022
2024-03-01,4421,Furniture stores,5995
2024-03-01,443,Electronics and appliance stores,7208
2024-03-01,443141,Household appliance stores,1769
2024-03-01,443142,Electronics stores,5439
2024-03-01,444,Building mat. and garden equip. and supplies dealers,38696
2024-03-01,4441,Building mat. and supplies dealers,33298
2024-03-01,44412,Paint and wallpaper stores,1417
2024-03-01,44413,Hardware stores,3271
2024-03-01,445,Food and beverage stores,83248
2024-03-01,4451,Grocery stores,74795
2024-03-01,44511,Supermarkets and other grocery (except convenience) stores,71342
2024-03-01,4453,"Beer, wine, and liquor stores",5876
2024-03-01,446,Health and personal care stores,36238
2024-03-01,44611,Pharmacies and drug stores,29894
2024-03-01,447,Gasoline stations,53048
2024-03-01,448,Clothing and clothing access. stores,24986
2024-03-01,4481,Clothing stores,18060
2024-03-01,44812,Women's clothing stores,3235
2024-03-01,44814,Family clothing stores,10454
2024-03-01,44819,Other clothing stores,1740
2024-03-01,4482,Shoe stores,3179
2024-03-01,451,"Sporting goods, hobby, musical instrument, and book stores",7992
2024-03-01,45111,Sporting goods stores,4991
2024-03-01,45112,"Hobby, toy, and game stores",1669
2024-03-01,451211,Book stores,596
2024-03-01,452,General merchandise stores,75692
2024-03-01,4521,Department stores,10485
2024-03-01,452111,Department stores(excl. discount department stores),2317
2024-03-01,452112,Discount dept. stores,8168
2024-03-01,4529,Other general merchandise stores,65207
2024-03-01,45291,Warehouse clubs and superstores,56073
2024-03-01,45299,All other gen. merchandise stores,9134
2024-03-01,453,Miscellaneous store retailers,14938
2024-03-01,4532,"Office supplies, stationery, and gift stores",2100
2024-03-01,45321,Office supplies and stationery stores,661
2024-03-01,45322,"Gift, novelty, and souvenir stores",1439
2024-03-01,45330,Used merchandise stores,2190
2024-03-01,454,Nonstore retailers,115867
2024-03-01,4541,Electronic shopping and mail-order houses,106154
2024-03-01,45431,Fuel dealers,3563
2024-03-01,722,Food services and drinking places,98175
2024-03-01,7225,Restaurants and other eating places,87407
2024-03-01,"722513, 722514, 722515",Limited service eating places,43992
2024-02-01,no code,"Retail and food services sales, total",644825
2024-02-01,no code,Retail sales and food services excl motor vehicle and parts,518529
2024-02-01,no code,Retail sales and food services excl gasoline stations,597462
2024-02-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,471166
2024-02-01,no code,"Retail sales, total",555528
2024-02-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",429232
2024-02-01,no code,GAFO(1),115707
2024-02-01,441,Motor vehicle and parts dealers,126296
2024-02-01,"44,114,412",Automobile and other motor vehicle dealers,115944
2024-02-01,4411,Automobile dealers,109399
2024-02-01,44111,New car dealers,95883
2024-02-01,44112,Used car dealers,13516
2024-02-01,4413,"Automotive parts, acc., and tire stores",10352
2024-02-01,"442,443","Furniture, home furn, electronics, and appliance stores",17610
2024-02-01,442,Furniture and home furnishings stores,10343
2024-02-01,4421,Furniture stores,5705
2024-02-01,443,Electronics and appliance stores,7267
2024-02-01,443141,Household appliance stores,1711
2024-02-01,443142,Electronics stores,5556
2024-02-01,444,Building mat. and garden equip. and supplies dealers,33820
2024-02-01,4441,Building mat. and supplies dealers,29585
2024-02-01,44412,Paint and wallpaper stores,1273
2024-02-01,44413,Hardware stores,2885
2024-02-01,445,Food and beverage stores,76955
2024-02-01,4451,Grocery stores,69307
2024-02-01,44511,Supermarkets and other grocery (except convenience) stores,66099
2024-02-01,4453,"Beer, wine, and liquor stores",5360
2024-02-01,446,Health and personal care stores,34588
2024-02-01,44611,Pharmacies and drug stores,28883
2024-02-01,447,Gasoline stations,47363
2024-02-01,448,Clothing and clothing access. stores,22005
2024-02-01,4481,Clothing stores,15100
2024-02-01,44812,Women's clothing stores,2650
2024-02-01,44814,Family clothing stores,8566
2024-02-01,44819,Other clothing stores,1547
2024-02-01,4482,Shoe stores,2774
2024-02-01,451,"Sporting goods, hobby, musical instrument, and book stores",6891
2024-02-01,45111,Sporting goods stores,4126
2024-02-01,45112,"Hobby, toy, and game stores",1519
2024-02-01,451211,Book stores,559
2024-02-01,452,General merchandise stores,67287
2024-02-01,4521,Department stores,9513
2024-02-01,452111,Department stores(excl. discount department stores),2134
2024-02-01,452112,Discount dept. stores,7379
2024-02-01,4529,Other general merchandise stores,57774
2024-02-01,45291,Warehouse clubs and superstores,49609
2024-02-01,45299,All other gen. merchandise stores,8165
2024-02-01,453,Miscellaneous store retailers,13391
2024-02-01,4532,"Office supplies, stationery, and gift stores",1914
2024-02-01,45321,Office supplies and stationery stores,660
2024-02-01,45322,"Gift, novelty, and souvenir stores",1254
2024-02-01,45330,Used merchandise stores,1931
2024-02-01,454,Nonstore retailers,109322
2024-02-01,4541,Electronic shopping and mail-order houses,98984
2024-02-01,45431,Fuel dealers,4596
2024-02-01,722,Food services and drinking places,89297
2024-02-01,7225,Restaurants and other eating places,79515
2024-02-01,"722513, 722514, 722515",Limited service eating places,39745
2024-01-01,no code,"Retail and food services sales, total",637342
2024-01-01,no code,Retail sales and food services excl motor vehicle and parts,519395
2024-01-01,no code,Retail sales and food services excl gasoline stations,590937
2024-01-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,472990
2024-01-01,no code,"Retail sales, total",552441
2024-01-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",434494
2024-01-01,441,Motor vehicle and parts dealers,117947
2024-01-01,"44,114,412",Automobile and other motor vehicle dealers,107366
2024-01-01,4411,Automobile dealers,102376
2024-01-01,44111,New car dealers,90514
2024-01-01,44112,Used car dealers,11862
2024-01-01,4413,"Automotive parts, acc., and tire stores",10581
1997-02-01,45111,Sporting goods stores,1331
2024-01-01,"442,443","Furniture, home furn, electronics, and appliance stores",17226
2024-01-01,442,Furniture and home furnishings stores,10032
2024-01-01,4421,Furniture stores,5589
2024-01-01,443,Electronics and appliance stores,7194
2024-01-01,443141,Household appliance stores,1622
2024-01-01,443142,Electronics stores,5572
2024-01-01,444,Building mat. and garden equip. and supplies dealers,32796
2019-04-01,445,Food and beverage stores,62604
2024-01-01,4441,Building mat. and supplies dealers,28658
2024-01-01,44412,Paint and wallpaper stores,1158
2024-01-01,44413,Hardware stores,3035
2024-01-01,445,Food and beverage stores,79813
2024-01-01,4451,Grocery stores,72636
2024-01-01,44511,Supermarkets and other grocery (except convenience) stores,69450
2024-01-01,4453,"Beer, wine, and liquor stores",5007
2024-01-01,446,Health and personal care stores,36394
2024-01-01,44611,Pharmacies and drug stores,31026
2024-01-01,447,Gasoline stations,46405
2024-01-01,448,Clothing and clothing access. stores,19188
2024-01-01,4481,Clothing stores,13579
2024-01-01,44812,Women's clothing stores,2265
2024-01-01,44814,Family clothing stores,7725
2024-01-01,44819,Other clothing stores,1550
2024-01-01,4482,Shoe stores,2241
2024-01-01,451,"Sporting goods, hobby, musical instrument, and book stores",7087
2024-01-01,45111,Sporting goods stores,4061
2024-01-01,45112,"Hobby, toy, and game stores",1504
2024-01-01,451211,Book stores,802
2024-01-01,452,General merchandise stores,66153
2024-01-01,4521,Department stores,8884
2024-01-01,452111,Department stores(excl. discount department stores),1679
2024-01-01,452112,Discount dept. stores,7205
2024-01-01,4529,Other general merchandise stores,57269
2024-01-01,45291,Warehouse clubs and superstores,49320
2024-01-01,45299,All other gen. merchandise stores,7949
2024-01-01,453,Miscellaneous store retailers,13030
2024-01-01,4532,"Office supplies, stationery, and gift stores",1893
2024-01-01,45321,Office supplies and stationery stores,733
2024-01-01,45322,"Gift, novelty, and souvenir stores",1160
2024-01-01,45330,Used merchandise stores,1903
2024-01-01,454,Nonstore retailers,116402
2024-01-01,4541,Electronic shopping and mail-order houses,105499
2024-01-01,45431,Fuel dealers,5165
2024-01-01,722,Food services and drinking places,84901
2024-01-01,7225,Restaurants and other eating places,75848
2024-01-01,"722513, 722514, 722515",Limited service eating places,38763
2023-12-01,no code,"Retail and food services sales, total",765846
2023-12-01,no code,Retail sales and food services excl motor vehicle and parts,635671
2023-12-01,no code,Retail sales and food services excl gasoline stations,717154
2023-12-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,586979
2023-12-01,no code,"Retail sales, total",668957
2023-12-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",538782
2023-12-01,no code,GAFO(1),169911
2023-12-01,441,Motor vehicle and parts dealers,130175
2023-12-01,"44,114,412",Automobile and other motor vehicle dealers,119701
2023-12-01,4411,Automobile dealers,113914
2023-12-01,44111,New car dealers,102704
2023-12-01,44112,Used car dealers,11210
2023-12-01,4413,"Automotive parts, acc., and tire stores",10474
2023-12-01,"442,443","Furniture, home furn, electronics, and appliance stores",21861
2023-12-01,442,Furniture and home furnishings stores,11847
2023-12-01,4421,Furniture stores,6240
2023-12-01,443,Electronics and appliance stores,10014
2023-12-01,443141,Household appliance stores,1732
2023-12-01,443142,Electronics stores,8282
2023-12-01,444,Building mat. and garden equip. and supplies dealers,36580
2023-12-01,4441,Building mat. and supplies dealers,31709
2023-12-01,44412,Paint and wallpaper stores,1118
2023-12-01,44413,Hardware stores,3354
2023-12-01,445,Food and beverage stores,89248
2023-12-01,4451,Grocery stores,77799
2023-12-01,44511,Supermarkets and other grocery (except convenience) stores,74366
2023-12-01,4453,"Beer, wine, and liquor stores",8023
2023-12-01,446,Health and personal care stores,40663
2023-12-01,44611,Pharmacies and drug stores,32852
2023-12-01,447,Gasoline stations,48692
2023-12-01,448,Clothing and clothing access. stores,40684
2023-12-01,4481,Clothing stores,26966
2023-12-01,44812,Women's clothing stores,4319
2023-12-01,44814,Family clothing stores,16144
2023-12-01,44819,Other clothing stores,2275
2023-12-01,4482,Shoe stores,4669
2023-12-01,451,"Sporting goods, hobby, musical instrument, and book stores",11911
2023-12-01,45111,Sporting goods stores,7008
2023-12-01,45112,"Hobby, toy, and game stores",2915
2023-12-01,452,General merchandise stores,92667
2023-12-01,4521,Department stores,16629
2023-12-01,452111,Department stores(excl. discount department stores),4723
2023-12-01,452112,Discount dept. stores,11906
2023-12-01,4529,Other general merchandise stores,76038
2023-12-01,45291,Warehouse clubs and superstores,64794
2023-12-01,45299,All other gen. merchandise stores,11244
2023-12-01,453,Miscellaneous store retailers,15328
2023-12-01,4532,"Office supplies, stationery, and gift stores",2788
2023-12-01,45321,Office supplies and stationery stores,739
2023-12-01,45322,"Gift, novelty, and souvenir stores",2049
2023-12-01,45330,Used merchandise stores,2111
2023-12-01,454,Nonstore retailers,141148
2023-12-01,4541,Electronic shopping and mail-order houses,131126
2023-12-01,45431,Fuel dealers,4213
2023-12-01,722,Food services and drinking places,96889
2023-12-01,7225,Restaurants and other eating places,85933
2023-12-01,"722513, 722514, 722515",Limited service eating places,41933
2023-11-01,no code,"Retail and food services sales, total",708181
2023-11-01,no code,Retail sales and food services excl motor vehicle and parts,584282
2023-11-01,no code,Retail sales and food services excl gasoline stations,656750
2023-11-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,532851
2023-11-01,no code,"Retail sales, total",619189
2023-11-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",495290
2023-11-01,no code,GAFO(1),138894
2023-11-01,441,Motor vehicle and parts dealers,123899
2023-11-01,"44,114,412",Automobile and other motor vehicle dealers,112744
2023-11-01,4411,Automobile dealers,106976
2023-11-01,44111,New car dealers,94960
